,blockorder,blockname,blocknumber,task,trialcount,tablerow,key,status,RT,target_button,batch,timeout,ITI,rate,rate_RT,rate_status,participant,correct,real,experience
131,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,132,181,1,1,1174,1,real,0,541,6,0,0,3,1,1,3
132,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,133,98,2,1,803,2,24440,0,406,6,0,0,3,1,0,3
133,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,134,124,2,1,976,2,24440,0,458,6,0,0,3,1,0,3
134,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,135,123,2,1,980,2,24440,0,495,6,0,0,3,1,0,3
135,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,136,26,2,1,614,2,344,0,461,6,0,0,3,1,0,3
136,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,137,194,2,2,6371,1,real,0,475,6,0,0,3,0,0,3
137,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,138,208,1,1,818,1,real,0,551,6,0,0,3,1,1,3
138,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,139,223,2,2,8306,1,real,0,463,6,0,0,3,0,0,3
139,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,140,43,2,1,606,2,1055,0,586,6,0,0,3,1,0,3
140,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,141,130,2,2,7707,2,60000,0,460,6,0,0,3,0,0,3
141,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,142,4,2,1,518,2,344,0,557,6,0,0,3,1,0,3
142,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,143,121,2,1,1052,2,24440,0,479,6,0,0,3,1,0,3
143,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,144,169,1,1,990,1,real,0,595,6,0,0,3,1,1,3
144,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,145,236,2,2,4676,1,real,0,446,6,0,0,3,0,0,3
145,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,146,230,1,1,1855,1,real,0,409,6,0,0,3,1,1,3
146,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,147,116,2,1,4952,2,24440,0,517,6,0,0,3,1,0,3
147,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,148,15,2,1,577,2,344,0,445,6,0,0,3,1,0,3
148,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,149,205,1,1,730,1,real,0,473,6,0,0,3,1,1,3
149,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,150,85,2,1,754,2,7954,0,464,6,0,0,3,1,0,3
150,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,151,220,2,2,4105,1,real,0,490,6,0,0,3,0,0,3
151,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,152,47,2,1,469,2,1055,0,420,6,0,0,3,1,0,3
152,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,153,235,2,2,4202,1,real,0,451,6,0,0,3,0,0,3
153,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,154,1,2,1,568,2,344,0,538,6,0,0,3,1,0,3
154,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,155,76,1,2,2575,2,7954,0,503,6,0,0,3,0,1,3
155,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,156,217,1,1,1212,1,real,0,468,6,0,0,3,1,1,3
156,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,157,67,2,1,4428,2,7954,0,528,6,0,0,3,1,0,3
157,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,158,106,2,1,6699,2,24440,0,407,6,0,0,3,1,0,3
158,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,159,114,2,1,522,2,24440,0,478,6,0,0,3,1,0,3
159,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,160,29,2,1,546,2,344,0,563,6,0,0,3,1,0,3
160,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,161,19,2,1,422,2,344,0,458,6,0,0,3,1,0,3
161,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,162,222,2,2,382,1,real,0,535,6,0,0,3,0,0,3
162,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,163,75,2,1,903,2,7954,0,487,6,0,0,3,1,0,3
163,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,164,112,2,1,1146,2,24440,0,506,6,0,0,3,1,0,3
164,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,165,138,2,1,6142,2,60000,0,555,6,0,0,3,1,0,3
165,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,166,231,1,1,1716,1,real,0,535,6,0,0,3,1,1,3
166,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,167,95,2,1,778,2,7954,0,567,6,0,0,3,1,0,3
167,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,168,63,2,1,574,2,1055,0,586,6,0,0,3,1,0,3
168,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,169,144,2,1,2373,2,60000,0,426,6,0,0,3,1,0,3
169,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,170,28,2,1,567,2,344,0,494,6,0,0,3,1,0,3
170,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,171,27,2,1,465,2,344,0,499,6,0,0,3,1,0,3
171,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,172,115,2,1,926,2,24440,0,516,6,0,0,3,1,0,3
172,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,173,7,2,1,525,2,344,0,435,6,0,0,3,1,0,3
173,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,174,204,1,1,1288,1,real,0,439,6,0,0,3,1,1,3
174,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,175,125,2,1,2853,2,24440,0,472,6,0,0,3,1,0,3
175,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,176,215,1,1,1029,1,real,0,501,6,0,0,3,1,1,3
176,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,177,102,2,1,2590,2,24440,0,581,6,0,0,3,1,0,3
177,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,178,54,2,1,480,2,1055,0,401,6,0,0,3,1,0,3
178,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,179,94,2,1,454,2,7954,0,504,6,0,0,3,1,0,3
179,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,180,44,2,1,416,2,1055,0,550,6,0,0,3,1,0,3
180,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,181,145,2,1,3210,2,60000,0,424,6,0,0,3,1,0,3
181,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,182,122,2,1,2416,2,24440,0,502,6,0,0,3,1,0,3
182,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,183,167,1,1,1596,1,real,0,480,6,0,0,3,1,1,3
183,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,184,70,2,1,1140,2,7954,0,405,6,0,0,3,1,0,3
184,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,185,113,2,1,1553,2,24440,0,446,6,0,0,3,1,0,3
185,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,186,71,2,1,3441,2,7954,0,517,6,0,0,3,1,0,3
186,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,187,210,1,1,4592,1,real,0,405,6,0,0,3,1,1,3
187,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,188,61,2,1,724,2,1055,0,483,6,0,0,3,1,0,3
188,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,189,161,1,1,2243,1,real,0,595,6,0,0,3,1,1,3
189,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,190,198,1,1,859,1,real,0,505,6,0,0,3,1,1,3
190,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,191,103,2,1,1711,2,24440,0,492,6,0,0,3,1,0,3
191,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,192,129,2,1,2237,2,60000,0,576,6,0,0,3,1,0,3
192,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,193,171,1,1,716,1,real,0,546,6,0,0,3,1,1,3
193,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,194,20,2,1,902,2,344,0,481,6,0,0,3,1,0,3
194,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,195,202,1,1,2776,1,real,0,501,6,0,0,3,1,1,3
195,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,196,211,1,1,2588,1,real,0,595,6,0,0,3,1,1,3
196,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,197,225,1,1,1371,1,real,0,444,6,0,0,3,1,1,3
197,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,198,108,2,1,874,2,24440,0,413,6,0,0,3,1,0,3
198,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,199,31,2,1,563,2,344,0,575,6,0,0,3,1,0,3
199,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,200,53,2,1,408,2,1055,0,435,6,0,0,3,1,0,3
200,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,201,78,2,1,592,2,7954,0,490,6,0,0,3,1,0,3
201,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,202,190,1,1,3783,1,real,0,521,6,0,0,3,1,1,3
202,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,203,50,2,1,805,2,1055,0,501,6,0,0,3,1,0,3
203,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,204,56,2,1,493,2,1055,0,444,6,0,0,3,1,0,3
204,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,205,8,2,1,409,2,344,0,410,6,0,0,3,1,0,3
205,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,206,11,2,1,413,2,344,0,535,6,0,0,3,1,0,3
206,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,207,117,2,1,383,2,24440,0,520,6,0,0,3,1,0,3
207,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,208,60,2,1,500,2,1055,0,566,6,0,0,3,1,0,3
208,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,209,200,2,2,11445,1,real,0,471,6,0,0,3,0,0,3
209,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,210,32,2,1,577,2,344,0,408,6,0,0,3,1,0,3
210,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,211,224,1,1,1183,1,real,0,553,6,0,0,3,1,1,3
211,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,212,23,2,1,575,2,344,0,420,6,0,0,3,1,0,3
212,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,213,136,2,1,1456,2,60000,0,454,6,0,0,3,1,0,3
213,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,214,104,2,1,568,2,24440,0,577,6,0,0,3,1,0,3
214,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,215,105,2,1,653,2,24440,0,416,6,0,0,3,1,0,3
215,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,216,69,2,1,1337,2,7954,0,452,6,0,0,3,1,0,3
216,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,217,30,2,1,516,2,344,0,593,6,0,0,3,1,0,3
217,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,218,35,2,1,476,2,1055,0,494,6,0,0,3,1,0,3
218,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,219,58,2,1,519,2,1055,0,573,6,0,0,3,1,0,3
219,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,220,158,2,1,1967,2,60000,0,455,6,0,0,3,1,0,3
220,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,221,79,2,1,674,2,7954,0,458,6,0,0,3,1,0,3
221,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,222,3,2,2,2235,2,344,0,530,6,0,0,3,0,0,3
222,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,223,219,1,1,902,1,real,0,558,6,0,0,3,1,1,3
223,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,224,168,1,1,759,1,real,0,467,6,0,0,3,1,1,3
224,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,225,177,2,2,4462,1,real,0,554,6,0,0,3,0,0,3
225,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,226,178,2,2,5131,1,real,0,505,6,0,0,3,0,0,3
226,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,227,39,2,1,679,2,1055,0,540,6,0,0,3,1,0,3
227,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,228,150,2,1,828,2,60000,0,524,6,0,0,3,1,0,3
228,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,229,188,2,2,4833,1,real,0,423,6,0,0,3,0,0,3
229,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,230,149,2,1,2714,2,60000,0,485,6,0,0,3,1,0,3
230,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,231,170,1,1,1753,1,real,0,472,6,0,0,3,1,1,3
231,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,232,126,2,1,584,2,24440,0,525,6,0,0,3,1,0,3
232,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,233,137,2,1,801,2,60000,0,429,6,0,0,3,1,0,3
233,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,234,152,2,1,786,2,60000,0,528,6,0,0,3,1,0,3
234,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,235,55,2,1,493,2,1055,0,529,6,0,0,3,1,0,3
235,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,236,195,2,2,1467,1,real,0,514,6,0,0,3,0,0,3
236,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,237,66,2,1,494,2,7954,0,457,6,0,0,3,1,0,3
237,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,238,77,2,1,549,2,7954,0,463,6,0,0,3,1,0,3
238,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,239,100,2,1,1006,2,24440,0,420,6,0,0,3,1,0,3
239,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,240,12,2,1,741,2,344,0,405,6,0,0,3,1,0,3
240,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,241,41,2,1,867,2,1055,0,504,6,0,0,3,1,0,3
241,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,242,119,2,1,2218,2,24440,0,534,6,0,0,3,1,0,3
242,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,243,87,2,1,867,2,7954,0,519,6,0,0,3,1,0,3
243,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,244,212,2,2,8786,1,real,0,440,6,0,0,3,0,0,3
244,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,245,5,2,1,494,2,344,0,414,6,0,0,3,1,0,3
245,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,246,51,2,1,417,2,1055,0,401,6,0,0,3,1,0,3
246,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,247,46,2,1,397,2,1055,0,408,6,0,0,3,1,0,3
247,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,248,18,2,1,652,2,344,0,569,6,0,0,3,1,0,3
248,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,249,164,2,2,5278,1,real,0,492,6,0,0,3,0,0,3
249,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,250,111,2,1,1934,2,24440,0,585,6,0,0,3,1,0,3
250,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,251,9,2,1,518,2,344,0,433,6,0,0,3,1,0,3
251,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,252,142,2,1,3528,2,60000,0,434,6,0,0,3,1,0,3
252,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,253,155,2,1,1299,2,60000,0,597,6,0,0,3,1,0,3
253,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,254,214,2,2,1028,1,real,0,407,6,0,0,3,0,0,3
254,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,255,153,2,1,889,2,60000,0,583,6,0,0,3,1,0,3
255,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,256,6,2,1,488,2,344,0,564,6,0,0,3,1,0,3
256,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,257,213,2,2,5131,1,real,0,487,6,0,0,3,0,0,3
257,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,258,203,1,1,919,1,real,0,585,6,0,0,3,1,1,3
258,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,259,160,2,1,1125,2,60000,0,472,6,0,0,3,1,0,3
259,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,260,156,2,1,1117,2,60000,0,412,6,0,0,3,1,0,3
260,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,261,186,1,1,2020,1,real,0,508,6,0,0,3,1,1,3
261,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,262,206,1,1,717,1,real,0,543,6,0,0,3,1,1,3
262,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,263,134,2,1,1022,2,60000,0,413,6,0,0,3,1,0,3
263,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,264,147,2,1,1531,2,60000,0,577,6,0,0,3,1,0,3
264,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,265,37,2,1,703,2,1055,0,474,6,0,0,3,1,0,3
265,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,266,182,2,2,3727,1,real,0,400,6,0,0,3,0,0,3
266,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,267,176,2,2,3832,1,real,0,508,6,0,0,3,0,0,3
267,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,268,159,2,1,1579,2,60000,0,508,6,0,0,3,1,0,3
268,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,269,240,2,2,2484,1,real,0,485,6,0,0,3,0,0,3
269,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,270,64,2,1,446,2,1055,0,596,6,0,0,3,1,0,3
270,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,271,133,2,1,745,2,60000,0,553,6,0,0,3,1,0,3
271,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,272,199,1,1,680,1,real,0,590,6,0,0,3,1,1,3
272,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,273,17,2,1,650,2,344,0,483,6,0,0,3,1,0,3
273,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,274,173,2,2,1260,1,real,0,415,6,0,0,3,0,0,3
274,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,275,48,2,1,3550,2,1055,0,467,6,0,0,3,1,0,3
275,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,276,228,2,2,3532,1,real,0,553,6,0,0,3,0,0,3
276,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,277,38,2,1,731,2,1055,0,529,6,0,0,3,1,0,3
277,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,278,25,2,1,598,2,344,0,550,6,0,0,3,1,0,3
278,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,279,207,1,1,1112,1,real,0,500,6,0,0,3,1,1,3
279,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,280,24,2,1,1565,2,344,0,543,6,0,0,3,1,0,3
280,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,281,57,2,1,832,2,1055,0,580,6,0,0,3,1,0,3
281,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,282,68,2,1,431,2,7954,0,465,6,0,0,3,1,0,3
282,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,283,42,2,1,511,2,1055,0,509,6,0,0,3,1,0,3
283,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,284,183,2,2,2962,1,real,0,537,6,0,0,3,0,0,3
284,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,285,148,2,1,2092,2,60000,0,489,6,0,0,3,1,0,3
285,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,286,99,2,1,1932,2,24440,0,513,6,0,0,3,1,0,3
286,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,287,22,2,1,542,2,344,0,544,6,0,0,3,1,0,3
287,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,288,227,2,2,2974,1,real,0,481,6,0,0,3,0,0,3
288,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,289,179,1,1,1607,1,real,0,527,6,0,0,3,1,1,3
289,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,290,201,2,2,2690,1,real,0,530,6,0,0,3,0,0,3
290,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,291,191,2,2,2651,1,real,0,512,6,0,0,3,0,0,3
291,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,292,36,2,1,1347,2,1055,0,524,6,0,0,3,1,0,3
292,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,293,239,2,2,5694,1,real,0,434,6,0,0,3,0,0,3
293,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,294,52,2,1,890,2,1055,0,532,6,0,0,3,1,0,3
294,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,295,157,2,1,3253,2,60000,0,429,6,0,0,3,1,0,3
295,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,296,74,2,1,2562,2,7954,0,459,6,0,0,3,1,0,3
296,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,297,163,2,2,3412,1,real,0,561,6,0,0,3,0,0,3
297,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,298,118,2,1,1527,2,24440,0,471,6,0,0,3,1,0,3
298,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,299,233,2,2,4034,1,real,0,451,6,0,0,3,0,0,3
299,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,300,229,2,2,1801,1,real,0,432,6,0,0,3,0,0,3
0,1,TRAINING_BLOCK,2,TRAINING_TASK,1,28,1,1,7914,1,real,1,403,6,0,0,4,1,1,3
1,1,TRAINING_BLOCK,2,TRAINING_TASK,2,30,2,2,3660,1,real,1,410,6,0,0,4,0,0,3
2,1,TRAINING_BLOCK,2,TRAINING_TASK,3,25,1,1,2374,1,real,1,533,6,0,0,4,1,1,3
3,1,TRAINING_BLOCK,2,TRAINING_TASK,4,6,1,2,3318,2,1055,1,423,6,0,0,4,0,1,3
4,1,TRAINING_BLOCK,2,TRAINING_TASK,5,15,1,2,2960,2,24440,1,459,6,0,0,4,0,1,3
5,1,TRAINING_BLOCK,2,TRAINING_TASK,6,14,2,1,2500,2,24440,1,455,6,0,0,4,1,0,3
6,1,TRAINING_BLOCK,2,TRAINING_TASK,7,21,1,1,5263,1,real,1,500,6,0,0,4,1,1,3
7,1,TRAINING_BLOCK,2,TRAINING_TASK,8,4,2,1,2700,2,344,1,510,6,0,0,4,1,0,3
8,1,TRAINING_BLOCK,2,TRAINING_TASK,9,13,1,2,5498,2,24440,1,489,6,0,0,4,0,1,3
9,1,TRAINING_BLOCK,2,TRAINING_TASK,10,11,2,1,3365,2,7954,1,410,6,0,0,4,1,0,3
10,1,TRAINING_BLOCK,2,TRAINING_TASK,11,20,2,1,2139,2,60000,1,586,6,0,0,4,1,0,3
11,1,TRAINING_BLOCK,2,TRAINING_TASK,12,19,2,1,1334,2,60000,1,403,6,0,0,4,1,0,3
12,1,TRAINING_BLOCK,2,TRAINING_TASK,13,26,1,1,3181,1,real,1,586,6,0,0,4,1,1,3
13,1,TRAINING_BLOCK,2,TRAINING_TASK,14,1,2,1,1203,2,344,1,525,6,0,0,4,1,0,3
