,blockorder,blockname,blocknumber,task,trialcount,tablerow,key,status,RT,target_button,batch,timeout,ITI,rate,rate_RT,rate_status,participant,correct,real,experience
114,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,115,46,2,1,493,2,1055,0,413,6,0,0,15,1,0,4
115,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,116,7,2,1,415,2,344,0,546,6,0,0,15,1,0,4
116,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,117,108,2,1,1126,2,24440,0,477,6,0,0,15,1,0,4
117,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,118,79,2,1,852,2,7954,0,529,6,0,0,15,1,0,4
118,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,119,211,1,1,822,1,real,0,512,6,0,0,15,1,1,4
119,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,120,34,2,1,572,2,1055,0,470,6,0,0,15,1,0,4
120,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,121,38,2,1,640,2,1055,0,446,6,0,0,15,1,0,4
121,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,122,210,1,1,821,1,real,0,573,6,0,0,15,1,1,4
122,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,123,19,2,1,512,2,344,0,506,6,0,0,15,1,0,4
123,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,124,176,1,1,1128,1,real,0,574,6,0,0,15,1,1,4
124,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,125,178,2,2,1142,1,real,0,474,6,0,0,15,0,0,4
125,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,126,63,2,1,537,2,1055,0,423,6,0,0,15,1,0,4
126,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,127,116,2,1,728,2,24440,0,446,6,0,0,15,1,0,4
127,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,128,82,2,1,2876,2,7954,0,491,6,0,0,15,1,0,4
128,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,129,4,2,1,944,2,344,0,561,6,0,0,15,1,0,4
129,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,130,212,1,1,859,1,real,0,534,6,0,0,15,1,1,4
130,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,131,233,1,1,711,1,real,0,502,6,0,0,15,1,1,4
131,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,132,181,1,1,713,1,real,0,527,6,0,0,15,1,1,4
132,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,133,23,2,1,570,2,344,0,585,6,0,0,15,1,0,4
133,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,134,69,2,1,1253,2,7954,0,547,6,0,0,15,1,0,4
134,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,135,35,2,1,590,2,1055,0,457,6,0,0,15,1,0,4
135,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,136,120,2,1,851,2,24440,0,459,6,0,0,15,1,0,4
136,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,137,218,1,1,976,1,real,0,484,6,0,0,15,1,1,4
137,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,138,199,1,1,678,1,real,0,404,6,0,0,15,1,1,4
138,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,139,238,1,1,949,1,real,0,533,6,0,0,15,1,1,4
139,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,140,214,2,2,1253,1,real,0,529,6,0,0,15,0,0,4
140,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,141,61,2,2,153231,2,1055,0,417,6,0,0,15,0,0,4
141,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,142,81,2,1,961,2,7954,0,504,6,0,0,15,1,0,4
142,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,143,43,2,1,623,2,1055,0,435,6,0,0,15,1,0,4
143,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,144,240,1,1,795,1,real,0,467,6,0,0,15,1,1,4
144,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,145,8,2,1,655,2,344,0,470,6,0,0,15,1,0,4
145,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,146,228,1,1,693,1,real,0,560,6,0,0,15,1,1,4
146,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,147,159,2,1,976,2,60000,0,571,6,0,0,15,1,0,4
147,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,148,71,2,1,700,2,7954,0,485,6,0,0,15,1,0,4
148,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,149,220,2,2,789,1,real,0,476,6,0,0,15,0,0,4
149,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,150,234,2,2,1906,1,real,0,540,6,0,0,15,0,0,4
150,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,151,58,2,1,632,2,1055,0,416,6,0,0,15,1,0,4
151,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,152,36,2,1,555,2,1055,0,552,6,0,0,15,1,0,4
152,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,153,190,1,1,3207,1,real,0,474,6,0,0,15,1,1,4
153,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,154,197,1,1,813,1,real,0,598,6,0,0,15,1,1,4
154,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,155,70,2,1,612,2,7954,0,485,6,0,0,15,1,0,4
155,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,156,182,1,1,2321,1,real,0,501,6,0,0,15,1,1,4
156,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,157,29,2,1,544,2,344,0,512,6,0,0,15,1,0,4
157,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,158,155,2,1,733,2,60000,0,598,6,0,0,15,1,0,4
158,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,159,192,1,1,1172,1,real,0,415,6,0,0,15,1,1,4
159,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,160,235,1,1,1629,1,real,0,468,6,0,0,15,1,1,4
160,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,161,97,2,1,776,2,24440,0,515,6,0,0,15,1,0,4
161,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,162,83,2,1,919,2,7954,0,551,6,0,0,15,1,0,4
162,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,163,49,2,1,604,2,1055,0,416,6,0,0,15,1,0,4
163,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,164,104,2,1,834,2,24440,0,563,6,0,0,15,1,0,4
164,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,165,32,2,1,613,2,344,0,504,6,0,0,15,1,0,4
165,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,166,105,2,1,747,2,24440,0,515,6,0,0,15,1,0,4
166,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,167,16,2,1,627,2,344,0,561,6,0,0,15,1,0,4
167,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,168,217,1,1,1358,1,real,0,521,6,0,0,15,1,1,4
168,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,169,110,1,2,1013,2,24440,0,558,6,0,0,15,0,1,4
169,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,170,126,2,1,1107,2,24440,0,544,6,0,0,15,1,0,4
170,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,171,14,2,1,628,2,344,0,461,6,0,0,15,1,0,4
171,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,172,215,1,1,950,1,real,0,435,6,0,0,15,1,1,4
172,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,173,68,2,1,844,2,7954,0,560,6,0,0,15,1,0,4
173,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,174,93,2,1,522,2,7954,0,569,6,0,0,15,1,0,4
174,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,175,188,1,1,674,1,real,0,492,6,0,0,15,1,1,4
175,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,176,129,2,1,558,2,60000,0,559,6,0,0,15,1,0,4
176,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,177,72,2,1,696,2,7954,0,449,6,0,0,15,1,0,4
177,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,178,206,1,1,1389,1,real,0,531,6,0,0,15,1,1,4
178,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,179,166,1,1,875,1,real,0,410,6,0,0,15,1,1,4
179,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,180,86,2,1,642,2,7954,0,520,6,0,0,15,1,0,4
180,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,181,88,2,1,806,2,7954,0,444,6,0,0,15,1,0,4
181,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,182,26,2,1,477,2,344,0,417,6,0,0,15,1,0,4
182,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,183,100,2,1,1003,2,24440,0,547,6,0,0,15,1,0,4
183,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,184,112,2,1,1709,2,24440,0,506,6,0,0,15,1,0,4
184,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,185,134,1,2,1745,2,60000,0,580,6,0,0,15,0,1,4
185,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,186,169,1,1,1277,1,real,0,584,6,0,0,15,1,1,4
186,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,187,45,2,1,577,2,1055,0,428,6,0,0,15,1,0,4
187,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,188,85,2,1,1308,2,7954,0,420,6,0,0,15,1,0,4
188,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,189,193,1,1,2004,1,real,0,577,6,0,0,15,1,1,4
189,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,190,128,2,1,867,2,24440,0,527,6,0,0,15,1,0,4
190,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,191,201,1,1,991,1,real,0,412,6,0,0,15,1,1,4
191,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,192,76,2,1,1311,2,7954,0,414,6,0,0,15,1,0,4
192,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,193,171,1,1,811,1,real,0,535,6,0,0,15,1,1,4
193,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,194,160,2,1,1146,2,60000,0,460,6,0,0,15,1,0,4
194,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,195,12,2,1,501,2,344,0,543,6,0,0,15,1,0,4
195,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,196,51,2,1,482,2,1055,0,480,6,0,0,15,1,0,4
196,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,197,152,2,1,862,2,60000,0,403,6,0,0,15,1,0,4
197,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,198,109,2,1,1246,2,24440,0,509,6,0,0,15,1,0,4
198,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,199,42,2,1,758,2,1055,0,565,6,0,0,15,1,0,4
199,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,200,123,2,1,915,2,24440,0,514,6,0,0,15,1,0,4
200,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,201,54,2,1,766,2,1055,0,527,6,0,0,15,1,0,4
201,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,202,219,1,1,1349,1,real,0,537,6,0,0,15,1,1,4
202,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,203,39,2,1,671,2,1055,0,504,6,0,0,15,1,0,4
203,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,204,232,1,1,1447,1,real,0,480,6,0,0,15,1,1,4
204,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,205,102,2,1,3828,2,24440,0,426,6,0,0,15,1,0,4
205,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,206,62,2,1,696,2,1055,0,401,6,0,0,15,1,0,4
206,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,207,227,1,1,1981,1,real,0,474,6,0,0,15,1,1,4
207,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,208,236,1,1,2456,1,real,0,417,6,0,0,15,1,1,4
208,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,209,209,1,1,2912,1,real,0,424,6,0,0,15,1,1,4
209,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,210,239,1,1,2481,1,real,0,598,6,0,0,15,1,1,4
210,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,211,60,2,1,819,2,1055,0,420,6,0,0,15,1,0,4
211,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,212,162,1,1,899,1,real,0,528,6,0,0,15,1,1,4
212,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,213,125,2,1,862,2,24440,0,529,6,0,0,15,1,0,4
213,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,214,202,1,1,1270,1,real,0,468,6,0,0,15,1,1,4
214,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,215,213,1,1,1019,1,real,0,478,6,0,0,15,1,1,4
215,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,216,10,2,1,510,2,344,0,405,6,0,0,15,1,0,4
216,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,217,1,2,1,417,2,344,0,478,6,0,0,15,1,0,4
217,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,218,21,2,1,607,2,344,0,476,6,0,0,15,1,0,4
218,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,219,137,1,2,2275,2,60000,0,597,6,0,0,15,0,1,4
219,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,220,237,1,1,796,1,real,0,480,6,0,0,15,1,1,4
220,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,221,65,2,1,1115,2,7954,0,568,6,0,0,15,1,0,4
221,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,222,142,2,2,40107,2,60000,0,507,6,0,0,15,0,0,4
222,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,223,163,1,1,1578,1,real,0,493,6,0,0,15,1,1,4
223,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,224,198,1,1,812,1,real,0,597,6,0,0,15,1,1,4
224,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,225,156,2,1,945,2,60000,0,439,6,0,0,15,1,0,4
225,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,226,22,2,1,647,2,344,0,561,6,0,0,15,1,0,4
226,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,227,224,1,1,801,1,real,0,499,6,0,0,15,1,1,4
227,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,228,130,2,1,1350,2,60000,0,488,6,0,0,15,1,0,4
228,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,229,106,2,1,1551,2,24440,0,451,6,0,0,15,1,0,4
229,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,230,31,1,2,529,2,344,0,414,6,0,0,15,0,1,4
230,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,231,5,2,1,678,2,344,0,532,6,0,0,15,1,0,4
231,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,232,57,2,1,426,2,1055,0,471,6,0,0,15,1,0,4
232,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,233,122,2,1,1276,2,24440,0,428,6,0,0,15,1,0,4
233,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,234,56,2,1,497,2,1055,0,551,6,0,0,15,1,0,4
234,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,235,208,1,1,825,1,real,0,537,6,0,0,15,1,1,4
235,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,236,203,1,1,665,1,real,0,468,6,0,0,15,1,1,4
236,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,237,53,2,1,645,2,1055,0,450,6,0,0,15,1,0,4
237,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,238,230,1,1,1814,1,real,0,455,6,0,0,15,1,1,4
238,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,239,121,2,1,611,2,24440,0,544,6,0,0,15,1,0,4
239,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,240,151,2,1,963,2,60000,0,409,6,0,0,15,1,0,4
240,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,241,99,2,1,961,2,24440,0,430,6,0,0,15,1,0,4
241,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,242,172,1,1,879,1,real,0,417,6,0,0,15,1,1,4
242,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,243,44,2,1,718,2,1055,0,581,6,0,0,15,1,0,4
243,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,244,141,2,1,2039,2,60000,0,517,6,0,0,15,1,0,4
244,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,245,131,2,1,1783,2,60000,0,506,6,0,0,15,1,0,4
245,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,246,175,1,1,791,1,real,0,502,6,0,0,15,1,1,4
246,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,247,64,2,1,532,2,1055,0,581,6,0,0,15,1,0,4
247,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,248,167,1,1,823,1,real,0,593,6,0,0,15,1,1,4
248,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,249,161,1,1,825,1,real,0,516,6,0,0,15,1,1,4
249,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,250,66,2,1,1258,2,7954,0,560,6,0,0,15,1,0,4
250,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,251,226,1,1,935,1,real,0,430,6,0,0,15,1,1,4
251,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,252,133,2,1,1117,2,60000,0,531,6,0,0,15,1,0,4
252,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,253,24,2,1,1034,2,344,0,415,6,0,0,15,1,0,4
253,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,254,185,1,1,1054,1,real,0,440,6,0,0,15,1,1,4
254,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,255,30,2,1,1213,2,344,0,480,6,0,0,15,1,0,4
255,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,256,40,2,1,715,2,1055,0,402,6,0,0,15,1,0,4
256,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,257,157,2,1,3286,2,60000,0,431,6,0,0,15,1,0,4
257,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,258,48,2,1,441,2,1055,0,576,6,0,0,15,1,0,4
258,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,259,138,2,1,1769,2,60000,0,530,6,0,0,15,1,0,4
259,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,260,136,2,1,585,2,60000,0,553,6,0,0,15,1,0,4
260,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,261,132,2,1,773,2,60000,0,481,6,0,0,15,1,0,4
261,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,262,47,2,1,428,2,1055,0,490,6,0,0,15,1,0,4
262,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,263,111,2,1,392,2,24440,0,470,6,0,0,15,1,0,4
263,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,264,17,2,1,462,2,344,0,589,6,0,0,15,1,0,4
264,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,265,195,1,1,641,1,real,0,435,6,0,0,15,1,1,4
265,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,266,91,2,1,664,2,7954,0,487,6,0,0,15,1,0,4
266,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,267,124,2,1,554,2,24440,0,402,6,0,0,15,1,0,4
267,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,268,140,2,1,1679,2,60000,0,600,6,0,0,15,1,0,4
268,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,269,94,2,1,819,2,7954,0,574,6,0,0,15,1,0,4
269,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,270,144,2,1,1466,2,60000,0,429,6,0,0,15,1,0,4
270,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,271,194,1,1,666,1,real,0,511,6,0,0,15,1,1,4
271,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,272,177,1,1,781,1,real,0,534,6,0,0,15,1,1,4
272,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,273,55,2,1,601,2,1055,0,405,6,0,0,15,1,0,4
273,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,274,13,2,1,493,2,344,0,512,6,0,0,15,1,0,4
274,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,275,18,2,1,413,2,344,0,561,6,0,0,15,1,0,4
275,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,276,74,2,1,363,2,7954,0,531,6,0,0,15,1,0,4
276,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,277,139,2,1,972,2,60000,0,414,6,0,0,15,1,0,4
277,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,278,216,1,1,934,1,real,0,431,6,0,0,15,1,1,4
278,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,279,183,1,1,786,1,real,0,568,6,0,0,15,1,1,4
279,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,280,146,2,1,3685,2,60000,0,591,6,0,0,15,1,0,4
280,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,281,114,2,1,2582,2,24440,0,464,6,0,0,15,1,0,4
281,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,282,90,2,1,692,2,7954,0,460,6,0,0,15,1,0,4
282,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,283,222,1,1,3669,1,real,0,407,6,0,0,15,1,1,4
283,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,284,84,2,1,1018,2,7954,0,497,6,0,0,15,1,0,4
284,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,285,165,1,1,1654,1,real,0,420,6,0,0,15,1,1,4
285,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,286,52,2,1,567,2,1055,0,544,6,0,0,15,1,0,4
286,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,287,6,2,1,628,2,344,0,531,6,0,0,15,1,0,4
287,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,288,33,2,1,767,2,1055,0,509,6,0,0,15,1,0,4
288,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,289,89,2,1,959,2,7954,0,578,6,0,0,15,1,0,4
289,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,290,92,2,1,840,2,7954,0,577,6,0,0,15,1,0,4
290,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,291,205,1,1,771,1,real,0,595,6,0,0,15,1,1,4
291,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,292,148,2,1,1614,2,60000,0,449,6,0,0,15,1,0,4
292,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,293,11,2,1,663,2,344,0,515,6,0,0,15,1,0,4
293,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,294,135,2,1,962,2,60000,0,550,6,0,0,15,1,0,4
294,2,MAIN_EXPERIMENT_BLOCK,4,MAIN_EXPERIMENT_TASK,295,73,2,1,638,2,7954,0,483,6,0,0,15,1,0,4
